,ID,Set
6525,9539,train
6526,15608,train
6527,13162,train
6528,13311,train
6529,1273,train
6530,9870,train
6531,21480,train
6532,16488,train
6533,6411,train
6534,16283,train
6535,18569,train
6536,13437,train
6537,11953,train
6538,7493,train
6539,488,train
6540,4381,train
6541,21481,train
6542,4519,train
6543,3665,train
6544,10110,train
6545,9723,train
6546,20905,train
6547,18700,train
6548,4393,train
6549,3799,train
6550,122,train
6551,12500,train
6552,3936,train
6553,557,train
6554,19063,train
6555,21219,train
6556,231,train
6557,13617,train
6558,10462,train
6559,6033,train
6560,9450,train
6561,9016,train
6562,9572,train
6563,331,train
6564,9603,train
6565,13168,train
6566,1037,train
6567,6671,train
6568,6352,train
6569,13108,train
6570,109,train
6571,12709,train
6572,3613,train
6573,6108,train
6574,9887,train
6575,9352,train
6576,12449,train
6577,15492,train
6578,11834,train
6579,9631,train
6580,15093,train
6581,1065,train
6582,1425,train
6583,7009,train
6584,4264,train
6585,9075,train
6586,7354,train
6587,13580,train
6588,9715,train
6589,16441,train
6590,19481,train
6591,10524,train
6592,6216,train
6593,4003,train
6594,13122,train
6595,13273,train
6596,7361,train
6597,1164,train
6598,15715,train
6599,3351,train
6600,19362,train
6601,6375,train
6602,12734,train
6603,15040,train
6604,15426,train
6605,1587,train
6606,1352,train
6607,1415,train
6608,3967,train
6609,9380,train
6610,17888,train
6611,16627,train
6612,9047,train
6613,12821,train
6614,13029,train
6615,18644,train
6616,13151,train
6617,16048,train
6618,17840,train
6619,9916,train
6620,4011,train
6621,14835,train
6622,12450,train
6623,724,train
6624,170,train
6625,963,train
6626,4120,train
6627,18682,train
6628,349,train
6629,19062,train
6630,15820,train
6631,13048,train
6632,8924,train
6633,6647,train
6634,12685,train
6635,18576,train
6636,15758,train
6637,3171,train
6638,15557,train
6639,21518,train
6640,1513,train
6641,10441,train
6642,15028,train
6643,15822,train
6644,16424,train
6645,6821,train
6646,4219,train
6647,6016,train
6648,18578,train
6649,4240,train
6650,19057,train
6651,12002,train
6652,1634,train
6653,14874,train
6654,458,train
6655,21208,train
6656,15668,train
6657,2989,train
6658,3713,train
6659,1024,train
6660,1343,train
6661,4424,train
6662,6291,train
6663,4,train
6664,9022,train
6665,20872,train
6666,15911,train
6667,288,train
6668,18512,train
6669,6049,train
6670,13309,train
6671,9786,train
6672,988,train
6673,12850,train
6674,1139,train
6675,18947,train
6676,20767,train
6677,20757,train
6678,18246,train
6679,15080,train
6680,3856,train
6681,18949,train
6682,13228,train
6683,15097,train
6684,6156,train
6685,13438,train
6686,757,train
6687,9396,train
6688,7521,train
6689,10530,train
6690,9370,train
6691,21408,train
6692,3728,train
6693,15554,train
6694,9330,train
6695,136,train
6696,13007,train
6697,12012,train
6698,4618,train
6699,1231,train
6700,1665,train
6701,21505,train
6702,21330,train
6703,9546,train
6704,9732,train
6705,4767,train
6706,13255,train
6707,18304,train
6708,10621,train
6709,957,train
6710,15066,train
6711,9256,train
6712,9820,train
6713,15504,train
6714,12370,train
6715,21281,train
6716,9086,train
6717,6599,train
6718,9371,train
6719,16354,train
6720,4502,train
6721,18071,train
6722,19051,train
6723,9128,train
6724,15403,train
6725,15883,train
6726,1413,train
6727,18613,train
6728,15942,train
6729,774,train
6730,10379,train
6731,14865,train
6732,15139,train
6733,21209,train
6734,41,train
6735,9956,train
6736,15394,train
6737,9521,train
6738,832,train
6739,9000,train
6740,3913,train
6741,21547,train
6742,3552,train
6743,20833,train
6744,12983,train
6745,4607,train
6746,17876,train
6747,17939,train
6748,18628,train
6749,12271,train
6750,26,train
6751,7650,train
6752,18870,train
6753,7240,train
6754,4008,train
6755,13292,train
6756,21225,train
6757,3912,train
6758,7540,train
6759,19450,train
6760,17984,train
6761,858,train
6762,7428,train
6763,12573,train
6764,16365,train
6765,18438,train
6766,1261,train
6767,18674,train
6768,11860,train
6769,6236,train
6770,4473,train
6771,4047,train
6772,14979,train
6773,4495,train
6774,4647,train
6775,6946,train
6776,18509,train
6777,16504,train
6778,6382,train
6779,491,train
6780,12395,train
6781,10517,train
6782,15696,train
6783,7225,train
6784,4543,train
6785,14938,train
6786,12116,train
6787,10261,train
6788,18481,train
6789,15723,train
6790,4295,train
6791,11999,train
6792,12510,train
6793,3309,train
6794,1172,train
6795,884,train
6796,16134,train
6797,13232,train
6798,9398,train
6799,15436,train
6800,18984,train
6801,6417,train
6802,13467,train
6803,12028,train
6804,15824,train
6805,13270,train
6806,15325,train
6807,18044,train
6808,4690,train
6809,21556,train
6810,8983,train
6811,6597,train
6812,10337,train
6813,9449,train
6814,3873,train
6815,4287,train
6816,72,train
6817,10559,train
6818,3937,train
6819,18617,train
6820,4683,train
6821,16618,train
6822,6077,train
6823,6402,train
6824,1699,train
6825,1783,train
6826,18770,train
6827,16222,train
6828,10561,train
6829,101,train
6830,12294,train
6831,7253,train
6832,21566,train
6833,14911,train
6834,687,train
6835,13296,train
6836,10399,train
6837,1125,train
6838,7321,train
6839,15859,train
6840,21211,train
6841,9658,train
6842,4453,train
6843,16421,train
6844,6324,train
6845,675,train
6846,21091,train
6847,12825,train
6848,7432,train
6849,9488,train
6850,13090,train
6851,17885,train
6852,18709,train
6853,1035,train
6854,18335,train
6855,1327,train
6856,16536,train
6857,17922,train
6858,21336,train
6859,6698,train
6860,15811,train
6861,15352,train
6862,18752,train
6863,3626,train
6864,1,train
6865,7286,train
6866,18842,train
6867,15835,train
6868,6970,train
6869,12741,train
6870,8942,train
6871,4510,train
6872,18814,train
6873,194,train
6874,328,train
6875,1584,train
6876,1349,train
6877,7119,train
6878,16041,train
6879,15833,train
6880,825,train
6881,12530,train
6882,10104,train
6883,21460,train
6884,10058,train
6885,15417,train
6886,7230,train
6887,1211,train
6888,14891,train
6889,18480,train
6890,9828,train
6891,19549,train
6892,5999,train
6893,3197,train
6894,4561,train
6895,21553,train
6896,13218,train
6897,15214,train
6898,9553,train
6899,18054,train
6900,1434,train
6901,3156,train
6902,183,train
6903,4082,train
6904,15078,train
6905,7139,train
6906,9467,train
6907,18209,train
6908,13578,train
6909,9290,train
6910,10133,train
6911,7406,train
6912,21022,train
6913,9765,train
6914,13477,train
6915,4748,train
6916,6043,train
6917,18956,train
6918,9630,train
6919,18426,train
6920,3398,train
6921,18034,train
6922,6933,train
6923,3874,train
6924,797,train
6925,19107,train
6926,13013,train
6927,13426,train
6928,876,train
6929,12436,train
6930,127,train
6931,12197,train
6932,15905,train
6933,20923,train
6934,1460,train
6935,3147,train
6936,129,train
6937,4572,train
6938,7021,train
6939,4737,train
6940,18884,train
6941,20853,train
6942,7471,train
6943,243,train
6944,16330,train
6945,15083,train
6946,15288,train
6947,16610,train
6948,6473,train
6949,14895,train
6950,20883,train
6951,12039,train
6952,21032,train
6953,18263,train
6954,18093,train
6955,14862,train
6956,4562,train
6957,12125,train
6958,4235,train
6959,15659,train
6960,4650,train
6961,21031,train
6962,6704,train
6963,18281,train
6964,10641,train
6965,16423,train
6966,20745,train
6967,18818,train
6968,6420,train
6969,10297,train
6970,6221,train
6971,12204,train
6972,8932,train
6973,12261,train
6974,2997,train
6975,10476,train
6976,4522,train
6977,11838,train
6978,4360,train
6979,1677,train
6980,7413,train
6981,14887,train
6982,7044,train
6983,13606,train
6984,13597,train
6985,4503,train
6986,505,train
6987,15550,train
6988,6948,train
6989,1252,train
6990,9769,train
6991,9753,train
6992,571,train
6993,3570,train
6994,12467,train
6995,7583,train
6996,6755,train
6997,14931,train
6998,273,train
6999,1570,train
7000,16007,train
7001,10160,train
7002,6101,train
7003,15360,train
7004,12710,train
7005,1427,train
7006,7399,train
7007,4653,train
7008,7390,train
7009,16494,train
7010,12109,train
7011,18079,train
7012,887,train
7013,15370,train
7014,4765,train
7015,12775,train
7016,16120,train
7017,18244,train
7018,3980,train
7019,12049,train
7020,1648,train
7021,6950,train
7022,14913,train
7023,12517,train
7024,9417,train
7025,6192,train
7026,12781,train
7027,13627,train
7028,15629,train
7029,6544,train
7030,1381,train
7031,16351,train
7032,463,train
7033,18926,train
7034,6203,train
7035,3444,train
7036,9730,train
7037,7173,train
7038,20796,train
7039,10196,train
7040,383,train
7041,12577,train
7042,15548,train
7043,191,train
7044,21056,train
7045,16038,train
7046,6187,train
7047,10514,train
7048,3363,train
7049,13579,train
7050,9898,train
7051,1410,train
7052,920,train
7053,4722,train
7054,336,train
7055,3955,train
7056,15210,train
7057,18466,train
7058,6976,train
7059,13458,train
7060,9248,train
7061,960,train
7062,12254,train
7063,3765,train
7064,18824,train
7065,3500,train
7066,7372,train
7067,16426,train
7068,1598,train
7069,9033,train
7070,19447,train
7071,18591,train
7072,819,train
7073,7539,train
7074,18631,train
7075,3767,train
7076,15915,train
7077,11909,train
7078,3061,train
7079,8913,train
7080,12916,train
7081,4265,train
7082,9282,train
7083,247,train
7084,15788,train
7085,19225,train
7086,21526,train
7087,3865,train
7088,918,train
7089,4674,train
7090,3419,train
7091,21093,train
7092,16105,train
7093,15645,train
7094,12286,train
7095,19297,train
7096,15129,train
7097,3474,train
7098,16118,train
7099,13058,train
7100,17860,train
7101,18649,train
7102,19146,train
7103,1064,train
7104,8984,train
7105,7229,train
7106,3752,train
7107,401,train
7108,3703,train
7109,17931,train
7110,12175,train
7111,10450,train
7112,16083,train
7113,3880,train
7114,1167,train
7115,9961,train
7116,11827,train
7117,4374,train
7118,4444,train
7119,12548,train
7120,7341,train
7121,10333,train
7122,6552,train
7123,793,train
7124,6523,train
7125,15771,train
7126,13313,train
7127,289,train
7128,4540,train
7129,3008,train
7130,19179,train
7131,1321,train
7132,16506,train
7133,18177,train
7134,4060,train
7135,10455,train
7136,11850,train
7137,18080,train
7138,18802,train
7139,10360,train
7140,476,train
7141,6017,train
7142,15825,train
7143,20754,train
7144,6460,train
7145,9225,train
7146,21564,train
7147,6938,train
7148,15060,train
7149,692,train
7150,12648,train
7151,18302,train
7152,10408,train
7153,12682,train
7154,6910,train
7155,13457,train
7156,21511,train
7157,18418,train
7158,10598,train
7159,9830,train
7160,18108,train
7161,2978,train
7162,13074,train
7163,3560,train
7164,6865,train
7165,6871,train
7166,12475,train
7167,12406,train
7168,16369,train
7169,15072,train
7170,102,train
7171,21083,train
7172,18941,train
7173,20862,train
7174,3773,train
7175,15956,train
7176,6668,train
7177,3066,train
7178,15415,train
7179,3681,train
7180,18914,train
7181,16285,train
7182,6022,train
7183,15615,train
7184,15627,train
7185,1438,train
7186,10086,train
7187,9302,train
7188,10566,train
7189,19329,train
7190,9914,train
7191,3716,train
7192,7596,train
7193,15402,train
7194,11840,train
7195,10166,train
7196,1042,train
7197,10458,train
7198,13410,train
7199,11848,train
7200,21122,train
7201,3117,train
7202,3740,train
7203,12545,train
7204,20901,train
7205,13246,train
7206,9917,train
7207,21069,train
7208,12105,train
7209,13585,train
7210,6623,train
7211,7482,train
7212,1177,train
7213,4708,train
7214,3885,train
7215,20897,train
7216,10606,train
7217,21140,train
7218,16590,train
7219,1497,train
7220,7302,train
7221,6496,train
7222,9174,train
7223,3452,train
7224,18288,train
7225,16167,train
7226,9484,train
7227,9194,train
7228,12143,train
7229,13288,train
7230,4313,train
7231,13531,train
7232,15755,train
7233,18271,train
7234,7163,train
7235,6684,train
7236,20974,train
7237,15810,train
7238,549,train
7239,9367,train
7240,6695,train
7241,9126,train
7242,19119,train
7243,1596,train
7244,11983,train
7245,3561,train
7246,4456,train
7247,18284,train
7248,6307,train
7249,1058,train
7250,21024,train
7251,698,train
7252,3680,train
7253,4122,train
7254,20724,train
7255,1154,train
7256,672,train
7257,1239,train
7258,1026,train
7259,19289,train
7260,13411,train
7261,852,train
7262,6169,train
7263,21175,train
7264,4679,train
7265,502,train
7266,956,train
7267,13011,train
7268,1165,train
7269,13430,train
7270,9008,train
7271,563,train
7272,3578,train
7273,66,train
7274,3843,train
7275,10369,train
7276,13310,train
7277,8927,train
7278,1384,train
7279,4695,train
7280,9682,train
7281,21548,train
7282,767,train
7283,14905,train
7284,12380,train
7285,7530,train
7286,15189,train
7287,20765,train
7288,4704,train
7289,21517,train
7290,9754,train
7291,18225,train
7292,690,train
7293,10373,train
7294,9175,train
7295,827,train
7296,18720,train
7297,6230,train
7298,13631,train
7299,12010,train
7300,9662,train
7301,15521,train
7302,9560,train
7303,12041,train
7304,1077,train
7305,18458,train
7306,6861,train
7307,20861,train
7308,10508,train
7309,11849,train
7310,17853,train
7311,6300,train
7312,10396,train
7313,20885,train
7314,18306,train
7315,6422,train
7316,6015,train
7317,18297,train
7318,3229,train
7319,15694,train
7320,9760,train
7321,16383,train
7322,10206,train
7323,15848,train
7324,846,train
7325,21487,train
7326,15202,train
7327,662,train
7328,9895,train
7329,678,train
7330,36,train
7331,749,train
7332,12882,train
7333,6386,train
7334,12443,train
7335,21037,train
7336,13445,train
7337,475,train
7338,4382,train
7339,904,train
7340,16067,train
7341,9668,train
7342,18411,train
7343,9114,train
7344,16207,train
7345,12153,train
7346,16403,train
7347,4113,train
7348,896,train
7349,7680,train
7350,1257,train
7351,3904,train
7352,15234,train
7353,3320,train
7354,17844,train
7355,6642,train
7356,892,train
7357,18163,train
7358,9115,train
7359,21297,train
7360,18035,train
7361,13581,train
7362,12405,train
7363,7385,train
7364,9070,train
7365,6266,train
7366,18371,train
7367,7577,train
7368,13562,train
7369,3786,train
7370,19129,train
7371,1068,train
7372,16180,train
7373,13494,train
7374,469,train
7375,327,train
7376,9653,train
7377,17875,train
7378,10119,train
7379,3421,train
7380,10335,train
7381,21070,train
7382,17923,train
7383,3305,train
7384,19034,train
7385,6570,train
7386,13154,train
7387,783,train
7388,21036,train
7389,21213,train
7390,9362,train
7391,16240,train
7392,6746,train
7393,4018,train
7394,316,train
7395,9307,train
7396,6818,train
7397,15542,train
7398,9989,train
7399,6453,train
7400,7336,train
7401,9074,train
7402,18472,train
7403,3050,train
7404,11866,train
7405,5989,train
7406,7662,train
7407,18988,train
7408,15011,train
7409,1605,train
7410,18985,train
7411,14954,train
7412,190,train
7413,7110,train
7414,7169,train
7415,3611,train
7416,13336,train
7417,18796,train
7418,6944,train
7419,3130,train
7420,10256,train
7421,1203,train
7422,21384,train
7423,9674,train
7424,7366,train
7425,13282,train
7426,15989,train
7427,653,train
7428,18381,train
7429,21120,train
7430,1256,train
7431,6376,train
7432,15221,train
7433,6397,train
7434,9691,train
7435,10374,train
7436,6488,train
7437,12913,train
7438,9764,train
7439,3804,train
7440,15196,train
7441,16580,train
7442,21475,train
7443,12484,train
7444,6118,train
7445,3559,train
7446,1317,train
7447,6686,train
7448,15077,train
7449,12783,train
7450,565,train
7451,3389,train
7452,12470,train
7453,10503,train
7454,321,train
7455,13372,train
7456,10009,train
7457,21621,train
7458,1644,train
7459,4109,train
7460,974,train
7461,12561,train
7462,6294,train
7463,10564,train
7464,1086,train
7465,1528,train
7466,15112,train
7467,527,train
7468,16444,train
7469,3970,train
7470,701,train
7471,4343,train
7472,13000,train
7473,1727,train
7474,13551,train
7475,12630,train
7476,12794,train
7477,11904,train
7478,10385,train
7479,15362,train
7480,3385,train
7481,4063,train
7482,19105,train
7483,1761,train
7484,16044,train
7485,645,train
7486,19202,train
7487,4100,train
7488,3512,train
7489,457,train
7490,1174,train
7491,3983,train
7492,89,train
7493,4664,train
7494,6431,train
7495,5,train
7496,12786,train
7497,17980,train
7498,826,train
7499,15862,train
7500,20889,train
7501,3795,train
7502,21561,train
7503,15652,train
7504,20746,train
7505,19397,train
7506,19164,train
7507,11847,train
7508,1493,train
7509,13141,train
7510,12138,train
7511,997,train
7512,7449,train
7513,1187,train
7514,16306,train
7515,641,train
7516,13326,train
7517,4451,train
7518,19159,train
7519,9688,train
7520,19557,train
7521,959,train
7522,1532,train
7523,9696,train
7524,13071,train
7525,16385,train
7526,6932,train
7527,1162,train
7528,8967,train
7529,1360,train
7530,6432,train
7531,854,train
7532,19195,train
7533,19380,train
7534,7043,train
7535,12401,train
7536,17901,train
7537,9907,train
7538,15976,train
7539,15088,train
7540,4571,train
7541,17914,train
7542,10582,train
7543,6899,train
7544,4454,train
7545,1300,train
7546,6107,train
7547,20981,train
7548,6335,train
7549,483,train
7550,3706,train
7551,12226,train
7552,19335,train
7553,16165,train
7554,15700,train
7555,10089,train
7556,12583,train
7557,3595,train
7558,21415,train
7559,12292,train
7560,10129,train
7561,20871,train
7562,4304,train
7563,18070,train
7564,1686,train
7565,16586,train
7566,9532,train
7567,4186,train
7568,4310,train
7569,19425,train
7570,12057,train
7571,21411,train
7572,12144,train
7573,7111,train
7574,748,train
7575,13601,train
7576,9236,train
7577,6533,train
7578,4127,train
7579,9150,train
7580,18691,train
7581,7442,train
7582,4059,train
7583,15724,train
7584,10171,train
7585,7263,train
7586,20962,train
7587,15568,train
7588,9636,train
7589,3744,train
7590,16092,train
7591,13533,train
7592,429,train
7593,979,train
7594,128,train
7595,3834,train
7596,16269,train
7597,10222,train
7598,10327,train
7599,16484,train
7600,3738,train
7601,11908,train
7602,18994,train
7603,12024,train
7604,4384,train
7605,12145,train
7606,4098,train
7607,18514,train
7608,6882,train
7609,3278,train
7610,3160,train
7611,12701,train
7612,11861,train
7613,19275,train
7614,10542,train
7615,13242,train
7616,13626,train
7617,9237,train
7618,15032,train
7619,1586,train
7620,21407,train
7621,4327,train
7622,6088,train
7623,6856,train
7624,4129,train
7625,8958,train
7626,21164,train
7627,514,train
7628,19383,train
7629,18018,train
7630,6407,train
7631,9419,train
7632,16505,train
7633,13024,train
7634,12128,train
7635,19006,train
7636,18105,train
7637,6881,train
7638,7686,train
7639,19240,train
7640,12177,train
7641,1106,train
7642,15095,train
7643,10597,train
7644,21521,train
7645,18832,train
7646,693,train
7647,930,train
7648,420,train
7649,9592,train
7650,7463,train
7651,3777,train
7652,6052,train
7653,15863,train
7654,9447,train
7655,9948,train
7656,19419,train
7657,16482,train
7658,12780,train
7659,18005,train
7660,9678,train
7661,7195,train
7662,10486,train
7663,9350,train
7664,19536,train
7665,12095,train
7666,4101,train
7667,18672,train
7668,15774,train
7669,6113,train
7670,1649,train
7671,9821,train
7672,6400,train
7673,16523,train
7674,3293,train
7675,10105,train
7676,17962,train
7677,19263,train
7678,47,train
7679,14869,train
7680,6196,train
7681,17894,train
7682,3222,train
7683,16179,train
7684,12091,train
7685,4435,train
7686,9964,train
7687,535,train
7688,4409,train
7689,3824,train
7690,21421,train
7691,14917,train
7692,18489,train
7693,16046,train
7694,16069,train
7695,15169,train
7696,15706,train
7697,18894,train
7698,11,train
7699,9415,train
7700,8986,train
7701,949,train
7702,6008,train
7703,16050,train
7704,12408,train
7705,12288,train
7706,3616,train
7707,18898,train
7708,6542,train
7709,6182,train
7710,3632,train
7711,4606,train
7712,6154,train
7713,12575,train
7714,6003,train
7715,15384,train
7716,12584,train
7717,6166,train
7718,18659,train
7719,1407,train
7720,1142,train
7721,4231,train
7722,12070,train
7723,12013,train
7724,4766,train
7725,21188,train
7726,1774,train
7727,15496,train
7728,7049,train
7729,13110,train
7730,19104,train
7731,7472,train
7732,16608,train
7733,11901,train
7734,3381,train
7735,16265,train
7736,4322,train
7737,13514,train
7738,12639,train
7739,6742,train
7740,6282,train
7741,4565,train
7742,9768,train
7743,9931,train
7744,7019,train
7745,9735,train
7746,8911,train
7747,9644,train
7748,15327,train
7749,9286,train
7750,11926,train
7751,19319,train
7752,7085,train
7753,9097,train
7754,7502,train
7755,15029,train
7756,4468,train
7757,18979,train
7758,9965,train
7759,572,train
7760,4599,train
7761,10030,train
7762,3282,train
7763,15972,train
7764,16162,train
7765,4658,train
7766,4686,train
7767,18338,train
7768,21380,train
7769,17915,train
7770,12179,train
7771,21332,train
7772,435,train
7773,12884,train
7774,21473,train
7775,3751,train
7776,1508,train
7777,15695,train
7778,15422,train
7779,13512,train
7780,9151,train
7781,9984,train
7782,3776,train
7783,3414,train
7784,15510,train
7785,13215,train
7786,11949,train
7787,7224,train
7788,15963,train
7789,1345,train
7790,9507,train
7791,21410,train
7792,18897,train
7793,597,train
7794,9867,train
7795,8905,train
7796,1743,train
7797,20770,train
7798,353,train
7799,13462,train
7800,6354,train
7801,222,train
7802,1436,train
7803,18839,train
7804,6124,train
7805,4355,train
7806,16554,train
7807,4685,train
7808,1067,train
7809,7108,train
7810,3916,train
7811,542,train
7812,6589,train
7813,4270,train
7814,4233,train
7815,213,train
7816,6610,train
7817,10017,train
7818,17857,train
7819,12151,train
7820,1785,train
7821,21598,train
7822,11959,train
7823,3403,train
7824,10496,train
7825,13446,train
7826,7200,train
7827,10569,train
7828,10259,train
7829,18546,train
7830,17968,train
7831,14875,train
7832,18797,train
7833,4057,train
7834,21131,train
7835,15444,train
7836,12140,train
7837,4523,train
7838,6427,train
7839,4021,train
7840,12824,train
7841,16603,train
7842,20987,train
7843,3996,train
7844,17891,train
7845,18319,train
7846,13488,train
7847,13619,train
7848,4042,train
7849,3163,train
7850,13466,train
7851,19189,train
7852,13510,train
7853,11889,train
7854,15100,train
7855,3304,train
7856,10323,train
7857,15376,train
7858,7433,train
7859,4551,train
7860,10106,train
7861,3036,train
7862,9645,train
7863,20884,train
7864,7293,train
7865,18783,train
7866,13194,train
7867,21449,train
7868,10531,train
7869,21306,train
7870,10276,train
7871,20826,train
7872,6327,train
7873,3670,train
7874,7113,train
7875,5985,train
7876,3977,train
7877,15465,train
7878,12493,train
7879,1005,train
7880,9552,train
7881,4172,train
7882,10472,train
7883,8985,train
7884,18339,train
7885,4119,train
7886,8953,train
7887,3257,train
7888,4417,train
7889,294,train
7890,12671,train
7891,19070,train
7892,21485,train
7893,10036,train
7894,6482,train
7895,16321,train
7896,12404,train
7897,12149,train
7898,6491,train
7899,16156,train
7900,6947,train
7901,20971,train
7902,18706,train
7903,10033,train
7904,18724,train
7905,3322,train
7906,6045,train
7907,21459,train
7908,18594,train
7909,7219,train
7910,15930,train
7911,12114,train
7912,107,train
7913,3968,train
7914,1472,train
7915,10602,train
7916,3574,train
7917,7706,train
7918,15131,train
7919,15194,train
7920,15160,train
7921,10291,train
7922,1355,train
7923,15889,train
7924,6558,train
7925,3401,train
7926,7564,train
7927,6406,train
7928,385,train
7929,12968,train
7930,1412,train
7931,6287,train
7932,9990,train
7933,15901,train
7934,652,train
7935,18677,train
7936,19244,train
7937,21592,train
7938,10037,train
7939,15675,train
7940,4285,train
7941,6569,train
7942,12828,train
7943,13367,train
7944,203,train
7945,9772,train
7946,21159,train
7947,3392,train
7948,12415,train
7949,1563,train
7950,15692,train
7951,11863,train
7952,3945,train
7953,12137,train
7954,20844,train
7955,13534,train
7956,12051,train
7957,18017,train
7958,9064,train
7959,11877,train
7960,1629,train
7961,17918,train
7962,9635,train
7963,12806,train
7964,19260,train
7965,10003,train
7966,7467,train
7967,18185,train
7968,15240,train
7969,1473,train
7970,12514,train
7971,3806,train
7972,7364,train
7973,301,train
7974,79,train
7975,13,train
7976,12230,train
7977,7607,train
7978,6791,train
7979,21007,train
7980,21261,train
7981,21192,train
7982,13561,train
7983,19411,train
7984,4104,train
7985,16155,train
7986,15544,train
7987,4116,train
7988,18768,train
7989,6687,train
7990,13418,train
7991,9310,train
7992,12118,train
7993,15599,train
7994,15882,train
7995,1478,train
7996,7585,train
7997,837,train
7998,12906,train
7999,20841,train
8000,4553,train
8001,7400,train
8002,18652,train
8003,1367,train
8004,11968,train
8005,9951,train
8006,12156,train
8007,19151,train
8008,15644,train
8009,15602,train
8010,15646,train
8011,860,train
8012,7523,train
8013,1525,train
8014,1752,train
8015,13250,train
8016,1004,train
8017,4369,train
8018,8864,train
8019,15241,train
8020,1628,train
8021,3010,train
8022,13233,train
8023,9903,train
8024,19469,train
8025,1288,train
8026,1055,train
8027,4471,train
8028,3084,train
8029,613,train
8030,15085,train
8031,6982,train
8032,15877,train
8033,4252,train
8034,4006,train
8035,12606,train
8036,100,train
8037,11868,train
8038,3115,train
8039,7405,train
8040,17883,train
8041,874,train
8042,6900,train
8043,10298,train
8044,3890,train
8045,6974,train
8046,6538,train
8047,3553,train
8048,6696,train
8049,9504,train
8050,10570,train
8051,15785,train
8052,18819,train
8053,20917,train
8054,4627,train
8055,9112,train
8056,15313,train
8057,543,train
8058,18937,train
8059,1537,train
8060,3676,train
8061,6499,train
8062,411,train
8063,855,train
8064,21500,train
8065,6186,train
8066,9751,train
8067,9705,train
8068,9185,train
8069,9335,train
8070,3617,train
8071,13461,train
8072,20955,train
8073,10059,train
8074,1295,train
8075,12071,train
8076,17954,train
8077,14893,train
8078,6827,train
8079,13463,train
8080,4601,train
8081,7190,train
8082,1693,train
8083,358,train
8084,19245,train
8085,3231,train
8086,15301,train
8087,13077,train
8088,19352,train
8089,20815,train
8090,15752,train
8091,9158,train
8092,7359,train
8093,3909,train
8094,18129,train
8095,7098,train
8096,13249,train
8097,477,train
8098,4428,train
8099,7661,train
8100,21310,train
8101,15717,train
8102,3011,train
8103,6224,train
8104,12163,train
8105,1048,train
8106,6590,train
8107,13614,train
8108,20775,train
8109,11829,train
8110,15385,train
8111,965,train
8112,3029,train
8113,7079,train
8114,485,train
8115,20739,train
8116,1358,train
8117,9007,train
8118,12243,train
8119,583,train
8120,938,train
8121,16628,train
8122,16003,train
8123,10489,train
8124,13338,train
8125,12122,train
8126,15476,train
8127,10252,train
8128,14876,train
8129,6502,train
8130,10608,train
8131,9444,train
8132,3395,train
8133,18072,train
8134,1395,train
8135,4498,train
8136,6264,train
8137,1121,train
8138,3060,train
8139,19150,train
8140,15366,train
8141,18229,train
8142,3318,train
8143,18815,train
8144,10152,train
8145,1691,train
8146,21502,train
8147,4014,train
8148,16553,train
8149,16539,train
8150,13327,train
8151,15230,train
8152,18310,train
8153,12417,train
8154,7638,train
8155,4029,train
8156,16511,train
8157,10295,train
8158,4422,train
8159,1456,train
8160,17981,train
8161,7526,train
8162,661,train
8163,19251,train
8164,16102,train
8165,18769,train
8166,9489,train
8167,16577,train
8168,7524,train
8169,18733,train
8170,12856,train
8171,9634,train
8172,13040,train
8173,6371,train
8174,16526,train
8175,13389,train
8176,3220,train
8177,6890,train
8178,4430,train
8179,7553,train
8180,16507,train
8181,10178,train
8182,9394,train
8183,468,train
8184,12587,train
8185,971,train
8186,3038,train
8187,10628,train
8188,18280,train
8189,3116,train
8190,1701,train
8191,6067,train
8192,6712,train
8193,6770,train
8194,6461,train
8195,15888,train
8196,7116,train
8197,12441,train
8198,20776,train
8199,6707,train
8200,12742,train
8201,4096,train
8202,16210,train
8203,16128,train
8204,18033,train
8205,12022,train
8206,309,train
8207,4580,train
8208,4102,train
8209,903,train
8210,6760,train
8211,591,train
8212,6223,train
8213,15742,train
8214,18052,train
8215,20795,train
8216,3442,train
8217,9179,train
8218,9102,train
8219,19332,train
8220,21194,train
8221,21587,train
8222,6711,train
8223,303,train
8224,4549,train
8225,17836,train
8226,13346,train
8227,12543,train
8228,10097,train
8229,1175,train
8230,18259,train
8231,19505,train
8232,21515,train
8233,13301,train
8234,1406,train
8235,9360,train
8236,13032,train
8237,803,train
8238,19177,train
8239,8917,train
8240,3114,train
8241,1151,train
8242,7499,train
8243,9311,train
8244,6311,train
8245,12487,train
8246,9510,train
8247,12996,train
8248,13625,train
8249,9044,train
8250,6125,train
8251,15938,train
8252,10072,train
8253,4347,train
8254,18090,train
8255,18473,train
8256,20985,train
8257,12270,train
8258,1050,train
8259,4484,train
8260,15985,train
8261,16172,train
8262,18089,train
8263,13391,train
8264,18346,train
8265,20938,train
8266,13427,train
8267,19509,train
8268,12096,train
8269,19463,train
8270,16189,train
8271,16470,train
8272,1124,train
8273,3548,train
8274,9462,train
8275,6964,train
8276,15575,train
8277,522,train
8278,4268,train
8279,13203,train
8280,18602,train
8281,16633,train
8282,13376,train
8283,9491,train
8284,19065,train
8285,12233,train
8286,15699,train
8287,6148,train
8288,479,train
8289,13404,train
8290,9669,train
8291,15089,train
